"","Year","State","type","production","Avg","Measures","Materials","Chemical","Value"
"2743",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(GLYPHOSATE ISO. SALT = 103601)","HERBICIDE","(D)"
"2744",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(HALOSULFURON-METHYL = 128721)","HERBICIDE","(D)"
"2745",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(PARAQUAT = 61601)","HERBICIDE","(D)"
"2746",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(TOTAL)","HERBICIDE","(D)"
"2747",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(ABAMECTIN = 122804)","INSECTICIDE","(D)"
"2748",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(ACEQUINOCYL = 6329)","INSECTICIDE","(D)"
"2749",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(ACETAMIPRID = 99050)","INSECTICIDE","(D)"
"2750",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(BIFENAZATE = 586)","INSECTICIDE","96"
"2751",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(BIFENTHRIN = 128825)","INSECTICIDE","44"
"2752",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(BT KURSTAK ABTS-1857 = 6523)","INSECTICIDE","(D)"
"2753",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(BT KURSTAKI ABTS-351 = 6522)","INSECTICIDE","(D)"
"2754",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(BURKHOLDERIA A396 CELLS & MEDIA = 6534)","INSECTICIDE","(D)"
"2755",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(CHLORANTRANILIPROLE = 90100)","INSECTICIDE","94"
"2756",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)","INSECTICIDE","(D)"
"2757",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(CYFLUMETOFEN<U+00A0>= 138831)","INSECTICIDE","(D)"
"2758",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(ENDOSULFAN = 79401)","INSECTICIDE","(D)"
"2759",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(ETOXAZOLE = 107091)","INSECTICIDE","(D)"
"2760",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(FENPYROXIMATE = 129131)","INSECTICIDE","(D)"
"2761",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(FLONICAMID = 128016)","INSECTICIDE","(D)"
"2762",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(FLUBENDIAMIDE = 27602)","INSECTICIDE","(D)"
"2763",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(HEXYTHIAZOX = 128849)","INSECTICIDE","(D)"
"2764",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(MALATHION = 57701)","INSECTICIDE","(D)"
"2765",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(MUSTARD OIL = 4901)","INSECTICIDE","(D)"
"2766",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(NALED = 34401)","INSECTICIDE","(D)"
"2767",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(NEEM OIL","INSECTICIDE","(D)"
"2768",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(NOVALURON = 124002)","INSECTICIDE","96"
"2769",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(PIPERONYL BUTOXIDE = 67501)","INSECTICIDE","(D)"
"2770",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(PYRETHRINS = 69001)","INSECTICIDE","(D)"
"2771",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(SPINETORAM = 110007)","INSECTICIDE","(D)"
"2772",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(SPIROMESIFEN = 24875)","INSECTICIDE","(D)"
"2773",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(SULFOXAFLOR = 5210)","INSECTICIDE","(D)"
"2774",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(THIAMETHOXAM = 60109)","INSECTICIDE","(D)"
"2775",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(TOTAL)","INSECTICIDE","99"
"2776",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(ACIBENZOLAR-S-METHYL = 61402)","OTHER","(D)"
"2777",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(CAPSAICIN = 70701)","OTHER","(D)"
"2778",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(CHLOROPICRIN = 81501)","OTHER","(D)"
"2779",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(DICHLOROPROPENE = 29001)","OTHER","(D)"
"2780",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(HARPIN A B PROTEIN = 6506)","OTHER","(D)"
"2781",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(MINERAL OIL = 63502)","OTHER","(D)"
"2782",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(REYNOUTRIA SACHALINE = 55809)","OTHER","(D)"
"2783",2016,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(TOTAL)","OTHER","(D)"
"2784",2016,"FLORIDA","FRESH","- PRODUCTION"," ","MEASURED IN $"," ","","323,285,000"
"2785",2016,"FLORIDA","FRESH","UTILIZED - PRODUCTION"," ","MEASURED IN CWT"," ","","1,947,500"
"2786",2016,"FLORIDA","NOT","- PRODUCTION"," ","MEASURED IN CWT"," ","","0"
"2787",2016,"FLORIDA","PROCESSING","PRODUCTION"," ","MEASURED IN $"," ","","0"
"2788",2016,"FLORIDA","PROCESSING","UTILIZED - PRODUCTION"," ","MEASURED IN CWT"," ","","0"
"2789",2016,"FLORIDA","PROCESSING","UTILIZED - PRODUCTION"," ","MEASURED IN TONS"," ","","0"
"2790",2016,"FLORIDA","UTILIZED","PRODUCTION"," ","MEASURED IN CWT"," ","","1,947,500"
"2791",2016,"MICHIGAN"," ",""," ",""," ","","(NA)"
"2792",2016,"MICHIGAN","MEASURED","CWT"," ",""," ","","(NA)"
"2793",2016,"MICHIGAN","MEASURED","CWT / ACRE"," ",""," ","","(NA)"
"2794",2016,"NEW YORK"," ",""," ",""," ","","1,260"
"2795",2016,"NEW YORK"," ",""," ",""," ","","1,400"
"2796",2016,"NEW YORK","MEASURED","$"," ",""," ","","11,844,000"
"2797",2016,"NEW YORK","MEASURED","CWT"," ",""," ","","50,400"
"2798",2016,"NEW YORK","MEASURED","CWT / ACRE"," ",""," ","","40"
"2799",2016,"NEW YORK","FRESH","- PRODUCTION"," ","MEASURED IN $"," ","","11,844,000"
"2800",2016,"NEW YORK","FRESH","UTILIZED - PRODUCTION"," ","MEASURED IN CWT"," ","","50,400"
"2801",2016,"NEW YORK","NOT","- PRODUCTION"," ","MEASURED IN CWT"," ","","0"
"2802",2016,"NEW YORK","PROCESSING","PRODUCTION"," ","MEASURED IN $"," ","","0"
"2803",2016,"NEW YORK","PROCESSING","UTILIZED - PRODUCTION"," ","MEASURED IN CWT"," ","","0"
"2804",2016,"NEW YORK","UTILIZED","PRODUCTION"," ","MEASURED IN CWT"," ","","50,400"
"2805",2016,"NORTH CAROLINA"," ",""," ",""," ","","1,100"
"2806",2016,"NORTH CAROLINA"," ",""," ",""," ","","1,200"
"2807",2016,"NORTH CAROLINA","MEASURED","$"," ",""," ","","24,684,000"
"2808",2016,"NORTH CAROLINA","MEASURED","CWT"," ",""," ","","132,000"
"2809",2016,"NORTH CAROLINA","MEASURED","CWT / ACRE"," ",""," ","","120"
"2810",2016,"NORTH CAROLINA","FRESH","- PRODUCTION"," ","MEASURED IN $"," ","","24,684,000"
"2811",2016,"NORTH CAROLINA","FRESH","UTILIZED - PRODUCTION"," ","MEASURED IN CWT"," ","","132,000"
"2812",2016,"NORTH CAROLINA","NOT","- PRODUCTION"," ","MEASURED IN CWT"," ","","0"
"2813",2016,"NORTH CAROLINA","PROCESSING","PRODUCTION"," ","MEASURED IN $"," ","","0"
"2814",2016,"NORTH CAROLINA","PROCESSING","UTILIZED - PRODUCTION"," ","MEASURED IN CWT"," ","","0"
"2815",2016,"NORTH CAROLINA","UTILIZED","PRODUCTION"," ","MEASURED IN CWT"," ","","132,000"
"2816",2016,"OHIO"," ",""," ",""," ","","(NA)"
"2817",2016,"OHIO","MEASURED","CWT"," ",""," ","","(NA)"
"2818",2016,"OHIO","MEASURED","CWT / ACRE"," ",""," ","","(NA)"
"2819",2016,"OREGON"," ",""," ",""," ","","2,400"
"2820",2016,"OREGON"," ",""," ",""," ","","2,500"
"2821",2016,"OREGON","MEASURED","$"," ",""," ","","20,195,000"
"2822",2016,"OREGON","MEASURED","CWT"," ",""," ","","232,800"
"2823",2016,"OREGON","MEASURED","CWT / ACRE"," ",""," ","","97"
"2824",2016,"OREGON","BEARING","APPLICATIONS"," ","MEASURED IN LB","(BOSCALID = 128008)","FUNGICIDE","(D)"
"2825",2016,"OREGON","BEARING","APPLICATIONS"," ","MEASURED IN LB","(CAPTAN = 81301)","FUNGICIDE","(D)"
"2826",2016,"OREGON","BEARING","APPLICATIONS"," ","MEASURED IN LB","(CYPRODINIL = 288202)","FUNGICIDE","(D)"
"2827",2016,"OREGON","BEARING","APPLICATIONS"," ","MEASURED IN LB","(FENHEXAMID = 90209)","FUNGICIDE","(D)"
"2828",2016,"OREGON","BEARING","APPLICATIONS"," ","MEASURED IN LB","(FLUDIOXONIL = 71503)","FUNGICIDE","(D)"
"2829",2016,"OREGON","BEARING","APPLICATIONS"," ","MEASURED IN LB","(MYCLOBUTANIL = 128857)","FUNGICIDE","(D)"
"2830",2016,"OREGON","BEARING","APPLICATIONS"," ","MEASURED IN LB","(PYRACLOSTROBIN = 99100)","FUNGICIDE","(D)"
"2831",2016,"OREGON","BEARING","APPLICATIONS"," ","MEASURED IN LB","(TOTAL)","FUNGICIDE","2,700"
"2832",2016,"OREGON","BEARING","APPLICATIONS"," ","MEASURED IN LB","(CLETHODIM = 121011)","HERBICIDE","(D)"
"2833",2016,"OREGON","BEARING","APPLICATIONS"," ","MEASURED IN LB","(CLOPYRALID MONO SALT = 117401)","HERBICIDE","(D)"
"2834",2016,"OREGON","BEARING","APPLICATIONS"," ","MEASURED IN LB","(FLUMIOXAZIN = 129034)","HERBICIDE","(D)"
"2835",2016,"OREGON","BEARING","APPLICATIONS"," ","MEASURED IN LB","(OXYFLUORFEN = 111601)","HERBICIDE","(D)"
"2836",2016,"OREGON","BEARING","APPLICATIONS"," ","MEASURED IN LB","(SIMAZINE = 80807)","HERBICIDE","(D)"
"2837",2016,"OREGON","BEARING","APPLICATIONS"," ","MEASURED IN LB","(SULFENTRAZONE = 129081)","HERBICIDE","(D)"
"2838",2016,"OREGON","BEARING","APPLICATIONS"," ","MEASURED IN LB","(TERBACIL = 12701)","HERBICIDE","(D)"
"2839",2016,"OREGON","BEARING","APPLICATIONS"," ","MEASURED IN LB","(TOTAL)","HERBICIDE","(D)"
"2840",2016,"OREGON","BEARING","APPLICATIONS"," ","MEASURED IN LB","(BIFENTHRIN = 128825)","INSECTICIDE","(D)"
"2841",2016,"OREGON","BEARING","APPLICATIONS"," ","MEASURED IN LB","(BT KURSTAKI ABTS-351 = 6522)","INSECTICIDE","(NA)"
"2842",2016,"OREGON","BEARING","APPLICATIONS"," ","MEASURED IN LB","(FERRIC SODIUM EDTA = 139114)","INSECTICIDE","(D)"
"2843",2016,"OREGON","BEARING","APPLICATIONS"," ","MEASURED IN LB","(MALATHION = 57701)","INSECTICIDE","(D)"
"2844",2016,"OREGON","BEARING","APPLICATIONS"," ","MEASURED IN LB","(SPINETORAM = 110007)","INSECTICIDE","(D)"
"2845",2016,"OREGON","BEARING","APPLICATIONS"," ","MEASURED IN LB","(TOTAL)","INSECTICIDE","800"
"2846",2016,"OREGON","BEARING","APPLICATIONS"," ","MEASURED IN LB","(HYDROGEN PEROXIDE = 595)","OTHER","(D)"
"2847",2016,"OREGON","BEARING","APPLICATIONS"," ","MEASURED IN LB","(TOTAL)","OTHER","(D)"
"2848",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(BOSCALID = 128008)","FUNGICIDE","(D)"
"2849",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(CAPTAN = 81301)","FUNGICIDE","(D)"
"2850",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(CYPRODINIL = 288202)","FUNGICIDE","(D)"
"2851",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(FENHEXAMID = 90209)","FUNGICIDE","(D)"
"2852",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(FLUDIOXONIL = 71503)","FUNGICIDE","(D)"
"2853",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(MYCLOBUTANIL = 128857)","FUNGICIDE","(D)"
"2854",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(PYRACLOSTROBIN = 99100)","FUNGICIDE","(D)"
"2855",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(CLETHODIM = 121011)","HERBICIDE","(D)"
"2856",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(CLOPYRALID MONO SALT = 117401)","HERBICIDE","(D)"
"2857",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(FLUMIOXAZIN = 129034)","HERBICIDE","(D)"
"2858",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(OXYFLUORFEN = 111601)","HERBICIDE","(D)"
"2859",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(SIMAZINE = 80807)","HERBICIDE","(D)"
"2860",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(SULFENTRAZONE = 129081)","HERBICIDE","(D)"
"2861",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(TERBACIL = 12701)","HERBICIDE","(D)"
"2862",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(BIFENTHRIN = 128825)","INSECTICIDE","(D)"
"2863",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(BT KURSTAKI ABTS-351 = 6522)","INSECTICIDE","(NA)"
"2864",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(FERRIC SODIUM EDTA = 139114)","INSECTICIDE","(D)"
"2865",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(MALATHION = 57701)","INSECTICIDE","(D)"
"2866",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(SPINETORAM = 110007)","INSECTICIDE","(D)"
"2867",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(HYDROGEN PEROXIDE = 595)","OTHER","(D)"
"2868",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(BOSCALID = 128008)","FUNGICIDE","(D)"
"2869",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(CAPTAN = 81301)","FUNGICIDE","(D)"
"2870",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(CYPRODINIL = 288202)","FUNGICIDE","(D)"
"2871",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(FENHEXAMID = 90209)","FUNGICIDE","(D)"
"2872",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(FLUDIOXONIL = 71503)","FUNGICIDE","(D)"
"2873",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(MYCLOBUTANIL = 128857)","FUNGICIDE","(D)"
"2874",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(PYRACLOSTROBIN = 99100)","FUNGICIDE","(D)"
"2875",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(CLETHODIM = 121011)","HERBICIDE","(D)"
"2876",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(CLOPYRALID MONO SALT = 117401)","HERBICIDE","(D)"
"2877",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(FLUMIOXAZIN = 129034)","HERBICIDE","(D)"
"2878",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(OXYFLUORFEN = 111601)","HERBICIDE","(D)"
"2879",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(SIMAZINE = 80807)","HERBICIDE","(D)"
"2880",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(SULFENTRAZONE = 129081)","HERBICIDE","(D)"
"2881",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(TERBACIL = 12701)","HERBICIDE","(D)"
"2882",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(BIFENTHRIN = 128825)","INSECTICIDE","(D)"
"2883",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(BT KURSTAKI ABTS-351 = 6522)","INSECTICIDE","(NA)"
"2884",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(FERRIC SODIUM EDTA = 139114)","INSECTICIDE","(D)"
"2885",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(MALATHION = 57701)","INSECTICIDE","(D)"
"2886",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(SPINETORAM = 110007)","INSECTICIDE","(D)"
"2887",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR","(HYDROGEN PEROXIDE = 595)","OTHER","(D)"
"2888",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(BOSCALID = 128008)","FUNGICIDE","(D)"
"2889",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(CAPTAN = 81301)","FUNGICIDE","(D)"
"2890",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(CYPRODINIL = 288202)","FUNGICIDE","(D)"
"2891",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(FENHEXAMID = 90209)","FUNGICIDE","(D)"
"2892",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(FLUDIOXONIL = 71503)","FUNGICIDE","(D)"
"2893",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(MYCLOBUTANIL = 128857)","FUNGICIDE","(D)"
"2894",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(PYRACLOSTROBIN = 99100)","FUNGICIDE","(D)"
"2895",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(CLETHODIM = 121011)","HERBICIDE","(D)"
"2896",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(CLOPYRALID MONO SALT = 117401)","HERBICIDE","(D)"
"2897",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(FLUMIOXAZIN = 129034)","HERBICIDE","(D)"
"2898",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(OXYFLUORFEN = 111601)","HERBICIDE","(D)"
"2899",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(SIMAZINE = 80807)","HERBICIDE","(D)"
"2900",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(SULFENTRAZONE = 129081)","HERBICIDE","(D)"
"2901",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(TERBACIL = 12701)","HERBICIDE","(D)"
"2902",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(BIFENTHRIN = 128825)","INSECTICIDE","(D)"
"2903",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(BT KURSTAKI ABTS-351 = 6522)","INSECTICIDE","(D)"
"2904",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(FERRIC SODIUM EDTA = 139114)","INSECTICIDE","(D)"
"2905",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(MALATHION = 57701)","INSECTICIDE","(D)"
"2906",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(SPINETORAM = 110007)","INSECTICIDE","(D)"
"2907",2016,"OREGON","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(HYDROGEN PEROXIDE = 595)","OTHER","(D)"
"2908",2016,"OREGON","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(BOSCALID = 128008)","FUNGICIDE","(D)"
"2909",2016,"OREGON","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(CAPTAN = 81301)","FUNGICIDE","(D)"
"2910",2016,"OREGON","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(CYPRODINIL = 288202)","FUNGICIDE","(D)"
"2911",2016,"OREGON","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(FENHEXAMID = 90209)","FUNGICIDE","(D)"
"2912",2016,"OREGON","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(FLUDIOXONIL = 71503)","FUNGICIDE","(D)"
"2913",2016,"OREGON","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(MYCLOBUTANIL = 128857)","FUNGICIDE","(D)"
"2914",2016,"OREGON","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(PYRACLOSTROBIN = 99100)","FUNGICIDE","(D)"
"2915",2016,"OREGON","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(TOTAL)","FUNGICIDE","86"
"2916",2016,"OREGON","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(CLETHODIM = 121011)","HERBICIDE","(D)"
"2917",2016,"OREGON","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(CLOPYRALID MONO SALT = 117401)","HERBICIDE","(D)"
"2918",2016,"OREGON","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(FLUMIOXAZIN = 129034)","HERBICIDE","(D)"
"2919",2016,"OREGON","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(OXYFLUORFEN = 111601)","HERBICIDE","(D)"
"2920",2016,"OREGON","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(SIMAZINE = 80807)","HERBICIDE","(D)"
"2921",2016,"OREGON","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(SULFENTRAZONE = 129081)","HERBICIDE","(D)"
"2922",2016,"OREGON","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(TERBACIL = 12701)","HERBICIDE","(D)"
"2923",2016,"OREGON","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(TOTAL)","HERBICIDE","(D)"
"2924",2016,"OREGON","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(BIFENTHRIN = 128825)","INSECTICIDE","(D)"
"2925",2016,"OREGON","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(BT KURSTAKI ABTS-351 = 6522)","INSECTICIDE","(D)"
"2926",2016,"OREGON","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(FERRIC SODIUM EDTA = 139114)","INSECTICIDE","(D)"
"2927",2016,"OREGON","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(MALATHION = 57701)","INSECTICIDE","(D)"
"2928",2016,"OREGON","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(SPINETORAM = 110007)","INSECTICIDE","(D)"
"2929",2016,"OREGON","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(TOTAL)","INSECTICIDE","42"
"2930",2016,"OREGON","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(HYDROGEN PEROXIDE = 595)","OTHER","(D)"
"2931",2016,"OREGON","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(TOTAL)","OTHER","(D)"
"2932",2016,"OREGON","FRESH","- PRODUCTION"," ","MEASURED IN $"," ","","3,769,000"
"2933",2016,"OREGON","FRESH","UTILIZED - PRODUCTION"," ","MEASURED IN CWT"," ","","34,900"
"2934",2016,"OREGON","NOT","- PRODUCTION"," ","MEASURED IN CWT"," ","","0"
"2935",2016,"OREGON","PROCESSING","PRODUCTION"," ","MEASURED IN $"," ","","16,426,000"
"2936",2016,"OREGON","PROCESSING","PRODUCTION"," ","MEASURED IN CWT"," ","","79,000"
"2937",2016,"OREGON","PROCESSING","UTILIZED - PRODUCTION"," ","MEASURED IN CWT"," ","","197,900"
"2938",2016,"OREGON","UTILIZED","PRODUCTION"," ","MEASURED IN CWT"," ","","232,800"
"2939",2016,"OTHER STATES"," ",""," ",""," ","","0"
"2940",2016,"OTHER STATES"," ",""," ",""," ","","0"
"2941",2016,"OTHER STATES","MEASURED","$"," ",""," ","","0"
"2942",2016,"OTHER STATES","MEASURED","CWT"," ",""," ","","0"
"2943",2016,"OTHER STATES","MEASURED","CWT / ACRE"," ",""," ","","0"
